depth_m,gassiness_degree,open_violations,days_since_last_inspection,ch4_pct,co_ppm,o2_pct,ventilation_velocity_ms,workers_count,equipment_faults,strata_stress_mpa,temp_c,humidity_pct,grahams_ratio,gas_dispersion_index,inspection_risk_factor,risk_level
407,3,0,46,0.64,73,19.7,0.95,99,2,29.69,34.3,74.7,6.083,0.674,6.57,High
78,1,3,39,0.09,6,20.5,0.96,38,0,29.98,28.8,55.0,1.5,0.094,22.29,Low
371,1,2,38,0.38,13,20.7,2.75,100,1,35.93,32.1,84.6,6.5,0.138,16.29,Low
640,1,4,21,0.2,12,20.4,3.88,27,1,37.34,31.5,70.3,2.4,0.052,15.0,Medium
668,2,3,43,0.29,4,20.8,3.81,85,1,29.77,26.9,80.7,2.0,0.076,24.57,Low
440,3,12,37,0.7,23,20.7,0.82,14,1,40.22,29.8,87.2,11.5,0.854,68.71,Medium
119,1,5,11,0.14,2,20.5,1.22,91,0,26.48,32.7,78.5,0.5,0.115,9.43,Medium
109,1,12,7,0.35,17,20.8,1.6,10,0,31.98,27.0,80.6,8.5,0.219,13.0,Medium
424,1,7,37,0.02,2,20.5,3.82,93,5,35.78,24.9,70.8,0.5,0.005,42.29,Medium
115,1,6,11,0.39,17,20.7,1.9,19,4,16.99,34.2,89.2,8.5,0.205,11.0,Medium
208,2,6,11,0.68,38,19.8,1.34,16,0,21.02,26.3,89.1,3.455,0.507,11.0,Medium
283,1,6,37,0.12,17,20.4,0.4,80,3,23.34,24.0,67.6,3.4,0.3,37.0,Medium
214,2,1,31,0.38,38,20.0,1.67,24,2,32.83,32.2,71.5,4.222,0.228,8.86,Medium
430,1,7,3,0.03,5,20.4,1.57,43,3,23.2,28.0,62.9,1.0,0.019,3.43,Medium
594,1,12,38,0.39,17,20.6,1.17,39,4,33.39,22.8,68.5,5.667,0.333,70.57,Medium
346,1,11,3,0.25,5,20.9,1.96,74,4,30.91,33.7,83.0,2.5,0.128,5.14,Medium
211,3,12,13,2.1,28,20.4,1.25,26,0,21.72,27.5,89.6,5.6,1.68,24.14,High
108,1,8,26,0.01,20,20.6,1.85,80,2,30.71,33.1,73.2,6.667,0.005,33.43,Medium
464,1,9,38,0.12,19,20.8,3.55,84,0,20.02,34.0,74.7,9.5,0.034,54.29,Medium
310,1,7,37,0.25,14,20.3,3.59,87,3,17.2,22.5,64.6,2.333,0.07,42.29,Medium
379,2,0,48,0.42,21,20.7,3.48,70,2,35.09,33.7,55.7,10.5,0.121,6.86,Medium
140,3,3,9,1.05,21,18.9,1.08,48,5,15.97,27.8,83.9,1.05,0.972,5.14,Medium
456,2,12,34,0.63,12,20.6,2.24,57,0,24.87,28.7,60.6,4.0,0.281,63.14,Medium
622,1,3,13,0.09,13,20.8,2.17,17,1,30.2,22.4,56.8,6.5,0.041,7.43,Low
166,2,3,24,0.68,26,19.6,3.61,72,4,21.54,27.8,88.6,2.0,0.188,13.71,Medium
132,1,6,4,0.1,8,20.5,1.82,30,4,14.61,32.1,62.5,2.0,0.055,4.0,Medium
60,3,12,44,0.32,42,19.9,3.79,11,3,21.93,33.8,77.7,4.2,0.084,81.71,Medium
321,1,6,23,0.25,20,20.4,2.19,68,2,26.52,24.8,65.6,4.0,0.114,23.0,Medium
423,2,9,39,0.39,24,20.7,1.27,46,2,24.65,30.9,71.9,12.0,0.307,55.71,Medium
345,1,8,49,0.27,6,20.7,2.72,40,0,29.03,32.5,83.1,3.0,0.099,63.0,Medium
342,1,6,26,0.08,9,20.7,2.66,59,5,28.28,22.5,79.8,4.5,0.03,26.0,Medium
527,3,10,23,0.63,22,19.6,3.04,74,2,40.21,33.0,84.4,1.692,0.207,36.14,Medium
612,2,2,44,0.42,25,20.0,2.47,52,5,39.16,23.2,67.4,2.778,0.17,18.86,Medium
514,3,7,4,0.65,25,20.5,1.71,91,4,30.18,29.5,76.7,6.25,0.38,4.57,Medium
345,1,2,9,0.19,12,20.8,0.97,35,2,36.38,27.3,74.9,6.0,0.196,3.86,Low
122,2,10,12,0.91,40,20.5,2.11,50,5,14.08,22.8,70.8,10.0,0.431,18.86,High
130,1,6,41,0.22,13,20.9,3.6,64,3,9.36,27.6,71.7,6.5,0.061,41.0,Medium
583,1,10,1,0.06,14,20.6,1.43,90,5,28.84,25.2,79.3,4.667,0.042,1.57,Medium
106,3,4,19,1.54,27,19.3,3.64,68,5,19.06,28.8,73.3,1.688,0.423,13.57,High
407,2,2,26,0.12,36,19.7,1.66,12,1,21.24,24.9,89.5,3.0,0.072,11.14,Medium
78,1,10,17,0.26,2,20.3,0.73,78,4,23.84,22.6,89.8,0.333,0.356,26.71,Medium
494,1,8,17,0.13,5,20.7,1.3,70,5,33.48,24.0,79.3,2.5,0.1,21.86,Medium
660,2,6,7,0.62,16,20.6,3.38,75,5,41.33,30.0,64.9,5.333,0.183,7.0,Medium
246,1,6,19,0.2,9,20.3,2.79,30,0,28.67,29.1,86.9,1.5,0.072,19.0,Medium
153,3,10,32,1.93,39,19.6,3.92,29,0,27.19,32.1,57.6,3.0,0.492,50.29,High
310,2,1,12,0.22,6,19.4,0.81,15,2,23.97,26.7,78.7,0.4,0.272,3.43,Low
214,1,7,40,0.17,16,20.5,1.73,44,5,15.74,23.2,83.5,4.0,0.098,45.71,Medium
529,2,10,11,0.27,30,20.8,2.09,24,1,41.84,31.1,57.1,15.0,0.129,17.29,Medium
622,2,2,40,0.86,12,20.1,2.11,58,2,42.67,29.9,85.2,1.5,0.408,17.14,Medium
461,1,1,17,0.3,20,20.4,3.84,93,2,30.12,22.2,85.4,4.0,0.078,4.86,Medium
386,2,11,45,0.8,28,19.6,3.36,89,0,27.22,27.6,80.4,2.154,0.238,77.14,High
667,1,10,11,0.2,9,20.5,1.33,74,3,24.47,33.1,85.4,2.25,0.15,17.29,Medium
559,1,10,25,0.04,17,20.6,0.74,61,1,33.73,23.0,70.5,5.667,0.054,39.29,Medium
549,2,0,7,0.93,23,20.7,2.38,61,3,39.55,22.5,74.2,11.5,0.391,1.0,Medium
507,3,5,4,1.59,56,20.1,0.72,38,3,33.07,26.3,81.9,7.0,2.208,3.43,High
267,1,5,41,0.07,6,20.8,3.05,47,4,13.77,28.8,79.6,3.0,0.023,35.14,Medium
459,1,9,13,0.31,12,20.4,1.83,34,0,28.44,34.1,68.8,2.4,0.169,18.57,Medium
642,1,7,30,0.22,3,20.6,1.9,94,4,34.02,34.4,59.7,1.0,0.116,34.29,Medium
639,2,8,50,0.51,24,20.2,1.72,32,5,25.06,29.5,80.6,3.429,0.297,64.29,Medium
663,3,12,16,0.54,62,19.9,3.58,45,3,33.44,34.5,89.0,6.2,0.151,29.71,High
564,1,11,36,0.09,11,20.7,3.71,50,5,25.32,31.6,74.4,5.5,0.024,61.71,Medium
175,3,10,12,0.93,71,19.8,3.79,74,4,13.14,31.0,66.3,6.455,0.245,18.86,High
467,2,8,19,0.8,16,19.8,3.21,64,0,21.16,28.8,55.9,1.455,0.249,24.43,Medium
333,2,2,4,0.58,39,20.7,3.05,98,2,22.93,24.7,73.9,19.5,0.19,1.71,Medium
614,1,8,45,0.38,12,20.9,0.5,46,5,30.65,30.6,87.4,6.0,0.76,57.86,Medium
297,1,12,29,0.22,8,20.8,3.87,38,5,31.55,31.2,77.7,4.0,0.057,53.86,Medium
341,1,10,5,0.12,10,20.4,2.46,33,1,15.5,31.6,59.2,2.0,0.049,7.86,Medium
301,1,7,46,0.37,11,20.6,2.42,29,0,14.75,24.0,66.3,3.667,0.153,52.57,Medium
406,1,11,21,0.07,19,20.6,0.64,77,1,35.02,34.4,73.2,6.333,0.109,36.0,Medium
266,3,10,22,1.15,11,18.8,1.58,52,2,27.49,25.8,88.3,0.524,0.728,34.57,Medium
286,3,9,40,2.0,59,19.1,2.98,41,0,35.13,30.9,66.2,3.278,0.671,57.14,High
65,3,12,24,0.65,75,18.7,0.66,75,4,29.18,27.8,56.5,3.409,0.985,44.57,High
590,2,10,5,0.98,17,20.2,2.9,36,5,37.2,30.2,62.5,2.429,0.338,7.86,Medium
485,2,1,48,0.18,15,20.6,2.36,97,1,19.03,22.3,80.1,5.0,0.076,13.71,Low
628,3,4,27,1.51,10,20.0,2.59,59,3,22.11,30.2,70.2,1.111,0.583,19.29,High
639,1,1,23,0.12,16,20.5,3.34,74,0,36.53,25.8,79.0,4.0,0.036,6.57,Low
71,2,8,15,1.11,13,19.8,3.58,27,5,20.87,27.1,82.9,1.182,0.31,19.29,Medium
422,3,0,36,1.27,20,19.2,3.07,81,1,30.87,23.6,55.2,1.176,0.414,5.14,High
392,1,10,33,0.05,20,20.8,3.45,28,1,21.87,24.4,76.6,10.0,0.014,51.86,Medium
602,2,8,5,0.61,25,19.9,2.78,47,5,38.46,22.9,58.4,2.5,0.219,6.43,Medium
280,1,9,5,0.28,6,20.6,1.65,34,2,28.83,28.3,66.5,2.0,0.17,7.14,Medium
363,3,2,1,0.8,56,18.8,3.01,50,1,30.46,32.2,79.9,2.667,0.266,0.43,High
531,2,5,50,0.98,12,20.7,1.03,49,3,33.83,29.2,61.2,6.0,0.951,42.86,Medium
118,2,0,33,0.32,6,20.2,2.31,90,0,27.41,32.6,75.3,0.857,0.139,4.71,Low
592,2,12,10,0.41,33,20.2,0.64,56,3,38.4,24.9,82.0,4.714,0.641,18.57,Medium
412,2,10,16,0.29,40,20.4,3.88,88,5,27.01,24.2,73.0,8.0,0.075,25.14,Medium
535,3,0,15,0.67,56,19.4,3.7,72,1,20.4,22.8,67.9,3.733,0.181,2.14,High
87,1,10,21,0.3,20,20.6,0.94,23,5,14.74,34.6,77.2,6.667,0.319,33.0,Medium
427,1,10,5,0.15,13,20.6,2.08,76,2,29.07,26.9,86.8,4.333,0.072,7.86,Medium
658,1,2,29,0.08,13,20.7,3.32,31,1,27.53,23.0,77.5,6.5,0.024,12.43,Low
275,1,5,47,0.26,15,20.3,0.46,24,3,27.05,30.8,71.8,2.5,0.565,40.29,Medium
627,2,2,41,1.07,37,20.8,2.52,75,0,25.67,33.6,60.1,18.5,0.425,17.57,High
617,2,11,47,0.59,34,19.7,3.37,94,2,35.98,34.3,62.6,2.833,0.175,80.57,High
655,1,9,50,0.14,16,20.7,0.55,33,4,39.76,30.6,64.3,8.0,0.255,71.43,Medium
427,1,1,2,0.07,5,20.4,3.64,35,4,26.75,33.2,72.7,1.0,0.019,0.57,Low
654,1,12,35,0.22,2,20.8,3.17,74,0,44.0,23.2,78.1,1.0,0.069,65.0,Medium
481,2,5,3,0.91,26,20.3,3.04,99,4,29.6,27.6,87.8,4.333,0.299,2.57,Medium
629,1,2,17,0.22,10,20.4,2.92,71,1,36.08,33.8,57.9,2.0,0.075,7.29,Low
47,2,1,34,0.48,13,20.0,2.47,10,3,14.76,30.5,79.1,1.444,0.194,9.71,Low
307,3,6,37,1.04,71,18.9,2.37,56,4,31.79,25.6,78.8,3.55,0.439,37.0,High
535,1,4,37,0.06,9,20.6,2.89,54,5,40.11,27.2,59.8,3.0,0.021,26.43,Medium
205,1,8,26,0.16,2,20.8,3.35,53,4,12.37,30.0,79.0,1.0,0.048,33.43,Medium
522,3,6,6,0.99,61,19.9,2.23,18,2,19.96,24.9,57.8,6.1,0.444,6.0,High
651,1,12,12,0.32,11,20.4,3.2,91,3,38.04,27.7,62.1,2.2,0.1,22.29,Medium
562,2,3,40,0.27,21,20.6,1.61,31,5,20.06,22.5,63.4,7.0,0.168,22.86,Medium
444,1,3,34,0.29,19,20.8,1.59,11,5,30.29,31.1,87.2,9.5,0.182,19.43,Medium
323,1,3,30,0.23,18,20.5,3.8,61,4,26.22,22.1,61.1,4.5,0.061,17.14,Medium
565,3,8,37,0.74,53,20.7,2.0,42,5,31.73,27.8,68.2,26.5,0.37,47.57,High
511,3,0,31,1.52,39,20.3,1.83,24,2,42.64,22.9,77.2,6.5,0.831,4.43,High
401,2,0,45,0.46,39,20.8,2.06,43,1,34.0,25.7,69.0,19.5,0.223,6.43,Medium
402,1,9,18,0.09,9,20.8,1.07,33,5,28.03,30.9,86.8,4.5,0.084,25.71,Medium
247,3,9,23,1.19,10,20.3,2.3,29,0,35.11,23.6,57.7,1.667,0.517,32.86,Medium
83,3,5,40,0.79,33,20.8,3.69,50,3,21.86,33.7,85.8,16.5,0.214,34.29,Medium
326,1,12,37,0.02,13,20.5,2.84,26,0,36.7,28.8,69.8,3.25,0.007,68.71,Medium
218,2,1,45,0.5,10,19.9,2.57,76,3,27.63,26.1,55.3,1.0,0.195,12.86,Low
305,1,4,16,0.18,15,20.7,1.68,44,3,18.04,34.5,67.0,7.5,0.107,11.43,Medium
450,1,2,37,0.32,19,20.6,1.71,26,4,34.55,30.9,83.5,6.333,0.187,15.86,Medium
189,3,11,10,1.83,50,20.3,1.41,70,0,34.62,24.3,72.5,8.333,1.298,17.14,High
615,3,0,26,1.81,22,19.5,1.54,22,5,27.48,24.1,62.5,1.571,1.175,3.71,High
409,1,8,17,0.25,20,20.6,2.7,54,0,32.54,27.4,67.3,6.667,0.093,21.86,Medium
218,3,4,23,0.44,46,19.6,3.84,51,5,22.18,28.6,82.1,3.538,0.115,16.43,High
211,2,5,27,0.27,18,19.9,2.72,90,4,12.99,29.4,84.7,1.8,0.099,23.14,Medium
313,2,6,18,0.28,5,19.6,1.17,66,2,24.63,31.7,73.2,0.385,0.239,18.0,Medium
297,3,11,48,1.88,16,18.6,1.77,20,1,14.96,24.2,58.6,0.696,1.062,82.29,High
125,1,9,10,0.3,16,20.7,0.79,20,5,14.63,34.1,68.6,8.0,0.38,14.29,Medium
214,1,10,23,0.22,6,20.9,2.88,51,3,33.79,28.1,85.5,3.0,0.076,36.14,Medium
221,2,7,41,1.05,34,20.2,3.28,91,4,24.34,27.7,77.4,4.857,0.32,46.86,High
492,1,6,17,0.06,11,20.6,0.33,29,2,36.5,22.1,73.3,3.667,0.182,17.0,Medium
543,3,7,20,1.29,34,19.4,2.37,11,3,38.7,32.4,75.9,2.267,0.544,22.86,High
444,1,11,48,0.25,18,20.8,3.67,92,3,19.0,32.8,62.7,9.0,0.068,82.29,Medium
318,1,11,35,0.05,16,20.7,1.31,44,3,17.23,24.4,57.4,8.0,0.038,60.0,Medium
677,2,5,2,0.4,12,20.5,2.99,29,0,46.26,34.6,55.8,3.0,0.134,1.71,Medium
278,1,0,32,0.15,3,20.5,3.42,37,2,24.91,27.5,82.5,0.75,0.044,4.57,Low
189,1,12,26,0.33,2,20.4,3.14,19,4,30.92,28.1,61.7,0.4,0.105,48.29,Medium
294,1,7,16,0.39,17,20.5,3.86,14,1,25.86,28.0,82.0,4.25,0.101,18.29,Medium
370,1,11,3,0.15,3,20.8,1.11,80,4,22.42,23.6,71.8,1.5,0.135,5.14,Medium
155,1,6,21,0.1,3,20.6,2.86,11,1,19.37,32.3,75.5,1.0,0.035,21.0,Medium
650,1,12,6,0.39,3,20.3,2.68,41,1,30.37,28.5,79.0,0.5,0.146,11.14,Medium
589,2,2,32,0.95,32,20.5,0.38,39,2,38.89,34.8,82.6,8.0,2.5,13.71,High
426,1,2,17,0.2,20,20.4,1.59,15,3,29.68,31.2,74.6,4.0,0.126,7.29,Medium
519,1,9,36,0.22,16,20.3,2.66,30,0,38.64,28.9,70.7,2.667,0.083,51.43,Medium
428,2,0,40,0.67,28,19.7,2.83,56,4,32.5,25.1,80.2,2.333,0.237,5.71,Medium
604,1,4,21,0.03,6,20.4,0.42,62,5,36.91,26.2,58.4,1.2,0.071,15.0,Medium
149,2,1,3,0.84,20,19.5,1.12,83,5,22.34,32.9,78.0,1.429,0.75,0.86,Medium
112,1,3,42,0.3,15,20.8,3.24,72,0,17.46,28.1,77.4,7.5,0.093,24.0,Low
99,3,4,34,2.03,22,18.7,1.15,15,5,31.15,22.9,65.6,1.0,1.765,24.29,High
434,1,8,43,0.17,5,20.8,2.43,41,4,34.83,30.1,61.3,2.5,0.07,55.29,Medium
509,2,6,7,0.66,32,20.8,3.64,31,1,34.51,29.1,72.7,16.0,0.181,7.0,Medium
603,3,5,24,1.31,37,19.4,2.34,62,5,35.68,27.6,80.4,2.467,0.56,20.57,High
300,1,7,29,0.21,11,20.3,3.94,60,0,27.8,31.4,89.4,1.833,0.053,33.14,Medium
259,3,0,50,1.33,22,18.6,1.62,98,2,26.17,33.9,72.9,0.957,0.821,7.14,High
181,1,9,16,0.37,4,20.7,3.23,39,2,20.12,32.5,58.2,2.0,0.115,22.86,Medium
217,2,11,45,0.71,9,20.6,3.71,83,0,28.96,29.7,65.5,3.0,0.191,77.14,Medium
382,1,6,27,0.26,14,20.3,2.24,25,1,37.84,31.7,84.7,2.333,0.116,27.0,Medium
366,2,2,21,0.51,32,20.5,2.43,74,5,32.71,24.9,56.8,8.0,0.21,9.0,Medium
132,1,4,26,0.22,10,20.4,2.16,28,1,27.19,26.4,71.7,2.0,0.102,18.57,Medium
173,2,7,36,1.15,37,19.8,0.57,35,3,23.79,27.1,75.0,3.364,2.018,41.14,High
480,1,9,6,0.14,2,20.8,0.93,24,5,22.57,27.4,67.8,1.0,0.151,8.57,Medium
398,2,12,29,0.82,13,20.5,3.46,89,1,21.55,27.7,87.3,3.25,0.237,53.86,Medium
155,2,3,40,0.57,5,19.9,3.04,28,2,12.55,22.2,79.3,0.5,0.187,22.86,Medium
256,1,8,49,0.28,2,20.5,3.65,43,4,15.79,28.3,80.5,0.5,0.077,63.0,Medium
579,1,2,4,0.27,2,20.3,2.74,46,1,21.75,32.3,76.6,0.333,0.099,1.71,Low
408,3,0,19,0.48,50,19.6,2.51,93,3,39.64,25.0,68.3,3.846,0.191,2.71,High
130,1,8,30,0.14,14,20.7,0.37,81,5,21.96,22.3,63.7,7.0,0.378,38.57,Medium
400,1,4,16,0.36,2,20.9,3.81,74,2,37.09,32.6,76.9,1.0,0.094,11.43,Medium
270,1,6,43,0.35,9,20.6,2.42,27,0,29.02,31.5,73.2,3.0,0.145,43.0,Medium
476,3,9,22,1.53,35,20.5,1.44,67,4,31.84,23.7,77.8,8.75,1.062,31.43,High
576,3,6,50,1.3,25,18.9,3.41,28,5,28.02,34.1,87.1,1.25,0.381,50.0,High
189,2,12,21,0.77,21,19.6,1.0,62,3,30.45,25.9,81.1,1.615,0.77,39.0,Medium
174,1,12,40,0.1,2,20.5,2.85,88,2,24.66,29.9,76.4,0.5,0.035,74.29,Medium
528,1,9,31,0.07,9,20.3,3.13,93,2,30.57,24.4,68.6,1.5,0.022,44.29,Medium
55,3,6,15,2.07,72,20.1,3.51,95,1,29.63,31.9,57.3,9.0,0.59,15.0,High
292,1,12,3,0.38,20,20.7,2.24,87,5,22.76,32.7,80.2,10.0,0.17,5.57,Medium
79,2,7,30,0.69,37,20.5,3.86,15,1,25.62,28.7,68.8,9.25,0.179,34.29,Medium
234,1,6,20,0.28,6,20.6,2.69,46,3,33.91,24.2,65.3,2.0,0.104,20.0,Medium
132,2,1,12,0.13,33,20.3,2.94,84,5,17.06,29.1,68.8,5.5,0.044,3.43,Medium
246,3,1,17,1.62,21,18.8,1.96,51,5,16.09,30.4,79.9,1.0,0.827,4.86,High
411,1,11,25,0.31,12,20.6,2.74,75,4,25.41,34.3,68.3,4.0,0.113,42.86,Medium
193,1,2,12,0.12,7,20.4,0.79,16,3,33.89,26.0,80.6,1.4,0.152,5.14,Low
247,1,12,17,0.25,17,20.4,2.48,11,3,31.55,28.5,72.5,3.4,0.101,31.57,Medium
527,2,7,6,0.76,17,19.5,0.85,86,4,25.85,22.1,85.9,1.214,0.894,6.86,Medium
397,1,0,43,0.17,7,20.4,1.35,83,4,17.1,25.9,87.2,1.4,0.126,6.14,Low
649,2,8,12,0.41,27,20.7,3.33,68,5,24.46,29.5,87.6,13.5,0.123,15.43,Medium
477,3,1,19,1.04,36,20.1,2.56,70,1,25.83,23.6,85.1,4.5,0.406,5.43,High
151,2,10,34,0.84,31,20.3,1.47,21,3,28.69,31.4,76.2,5.167,0.571,53.43,High
578,2,9,23,0.62,15,20.7,1.16,26,4,35.61,29.3,73.2,7.5,0.534,32.86,Medium
337,3,0,8,1.74,63,19.5,1.54,13,3,34.78,30.1,59.1,4.5,1.13,1.14,High
613,3,3,1,0.84,51,20.3,0.72,91,1,22.95,31.0,63.9,8.5,1.167,0.57,High
381,1,11,37,0.37,17,20.8,3.25,88,0,35.54,32.8,61.8,8.5,0.114,63.43,Medium
179,2,10,30,0.16,37,19.8,2.98,78,2,32.74,28.0,83.5,3.364,0.054,47.14,Medium
363,2,0,14,0.17,13,19.8,0.42,83,5,34.17,26.3,87.1,1.182,0.405,2.0,High
424,2,2,37,0.42,24,20.5,1.3,87,3,35.38,24.4,59.1,6.0,0.323,15.86,Medium
128,2,3,24,0.92,16,20.8,1.94,67,2,11.89,24.8,65.6,8.0,0.474,13.71,Medium
65,2,8,10,0.91,13,20.6,0.66,34,2,20.19,34.0,80.6,4.333,1.379,12.86,Medium
568,2,2,14,0.43,6,20.4,2.5,14,3,22.98,27.0,85.3,1.2,0.172,6.0,Low
129,1,0,7,0.26,8,20.5,1.01,76,5,27.43,31.7,55.8,2.0,0.257,1.0,Low
323,2,12,29,1.11,39,20.2,1.06,95,0,16.82,25.5,60.5,5.571,1.047,53.86,High
398,2,4,10,1.04,38,20.1,0.78,100,2,23.42,29.5,61.0,4.75,1.333,7.14,High
522,3,0,7,1.9,67,19.9,1.46,59,0,35.96,23.1,68.7,6.7,1.301,1.0,High
242,2,10,35,0.83,10,20.1,2.83,20,3,31.31,29.4,58.3,1.25,0.293,55.0,Medium
516,2,3,10,0.8,24,20.1,0.41,88,2,35.69,33.9,68.7,3.0,1.951,5.71,High
526,1,7,30,0.05,5,20.5,2.7,31,2,22.21,32.0,76.2,1.25,0.019,34.29,Medium
349,2,6,38,0.5,25,19.7,2.87,62,1,38.1,30.1,74.2,2.083,0.174,38.0,Medium
481,2,6,37,0.88,40,20.7,0.72,53,4,34.1,31.0,61.1,20.0,1.222,37.0,High
650,2,8,7,0.82,28,19.9,2.69,66,1,36.61,26.0,69.2,2.8,0.305,9.0,Medium
102,1,2,38,0.12,20,20.6,1.06,91,0,19.42,31.8,78.1,6.667,0.113,16.29,Medium
364,1,12,44,0.24,18,20.5,0.77,48,3,38.87,31.3,87.0,4.5,0.312,81.71,Medium
341,1,8,4,0.12,2,20.4,2.9,10,5,17.16,29.3,89.3,0.4,0.041,5.14,Medium
443,2,11,25,0.25,39,20.0,3.72,61,3,21.24,27.7,62.4,4.333,0.067,42.86,Medium
467,1,10,9,0.2,15,20.9,0.8,27,0,34.99,22.9,55.5,7.5,0.25,14.14,Medium
180,2,6,30,0.55,32,20.0,1.14,99,4,21.41,34.1,76.8,3.556,0.482,30.0,Medium
474,2,9,32,0.49,6,20.3,2.91,40,5,30.96,28.5,69.4,1.0,0.168,45.71,Medium
155,2,11,6,0.92,33,20.2,2.24,28,5,33.48,31.5,89.4,4.714,0.411,10.29,High
664,1,7,41,0.13,3,20.8,2.28,94,5,41.75,23.0,77.2,1.5,0.057,46.86,Medium
51,2,8,31,0.41,14,19.5,3.71,83,5,30.74,26.3,67.4,1.0,0.111,39.86,Medium
351,2,9,17,1.14,5,19.8,0.61,17,5,16.01,28.2,60.9,0.455,1.869,24.29,Medium
557,1,12,18,0.3,7,20.8,3.03,42,1,26.09,30.0,64.6,3.5,0.099,33.43,Medium
497,1,2,17,0.14,4,20.9,2.5,99,1,39.11,28.3,83.0,2.0,0.056,7.29,Low
197,3,12,27,1.34,54,18.6,1.28,59,1,14.94,30.6,80.4,2.348,1.047,50.14,High
158,1,7,26,0.1,14,20.6,0.84,70,2,32.09,28.2,88.2,4.667,0.119,29.71,Medium
485,1,12,29,0.05,19,20.7,3.84,58,5,41.07,26.1,73.6,9.5,0.013,53.86,Medium
482,2,10,18,0.51,19,20.5,2.48,52,2,33.75,25.5,58.4,4.75,0.206,28.29,Medium
239,2,10,45,0.11,10,20.2,2.84,33,2,31.94,29.1,78.5,1.429,0.039,70.71,Medium
399,1,4,17,0.27,8,20.9,2.66,34,0,38.5,22.3,58.2,4.0,0.102,12.14,Medium
162,1,9,9,0.08,5,20.7,1.24,58,5,29.33,31.9,77.7,2.5,0.065,12.86,Medium
518,2,1,41,0.91,20,19.6,0.57,68,2,34.97,32.0,79.2,1.538,1.596,11.71,Medium
103,1,5,4,0.09,14,20.4,2.12,43,2,32.08,24.3,57.4,2.8,0.042,3.43,Medium
187,2,6,14,0.14,8,20.3,1.23,88,5,16.89,23.4,70.5,1.333,0.114,14.0,Medium
496,1,7,10,0.07,12,20.8,2.43,93,5,27.77,22.0,56.3,6.0,0.029,11.43,Medium
567,2,12,32,0.17,18,19.4,3.83,71,3,39.67,27.3,80.5,1.2,0.044,59.43,Medium
533,1,8,23,0.26,13,20.6,3.86,52,5,43.25,25.9,56.9,4.333,0.067,29.57,Medium
122,3,12,50,1.49,48,20.1,3.62,47,5,32.27,24.6,74.4,6.0,0.412,92.86,High
407,2,10,29,0.35,28,19.5,2.3,34,1,40.09,22.5,55.9,2.0,0.152,45.57,Medium
355,2,12,29,0.53,17,20.6,2.77,12,0,32.18,26.4,66.8,5.667,0.191,53.86,Medium
509,3,8,10,1.48,70,20.6,2.59,84,1,22.12,34.0,56.3,23.333,0.571,12.86,High
288,2,2,1,0.58,14,20.7,0.54,32,5,32.25,22.6,65.8,7.0,1.074,0.43,Medium
148,1,9,40,0.39,14,20.5,3.91,38,0,29.18,32.5,69.9,3.5,0.1,57.14,Medium
629,2,5,14,0.9,14,20.4,2.35,15,4,28.3,24.3,57.2,2.8,0.383,12.0,Medium
489,1,9,3,0.07,17,20.3,0.33,27,0,27.25,32.3,77.1,2.833,0.212,4.29,Medium
131,2,9,19,0.32,21,20.2,1.82,63,5,25.89,32.5,82.0,3.0,0.176,27.14,Medium
218,2,0,39,0.92,26,20.0,2.36,33,5,26.5,28.5,88.3,2.889,0.39,5.57,Medium
236,1,8,7,0.19,8,20.5,1.02,89,2,24.08,33.2,89.5,2.0,0.186,9.0,Medium
192,2,7,32,0.4,31,19.8,2.58,32,1,26.28,30.7,56.5,2.818,0.155,36.57,Medium
504,1,11,4,0.04,9,20.7,2.49,78,1,30.96,24.1,56.0,4.5,0.016,6.86,Medium
373,1,11,44,0.3,8,20.5,1.12,51,1,17.68,32.1,66.4,2.0,0.268,75.43,Medium
522,2,0,28,0.24,16,20.3,3.91,28,1,28.35,34.1,70.9,2.667,0.061,4.0,Low
247,1,0,45,0.17,12,20.4,1.39,82,0,23.35,25.6,58.9,2.4,0.122,6.43,Low
200,2,10,40,1.0,35,20.7,1.1,31,4,13.08,34.6,84.9,17.5,0.909,62.86,High
524,3,4,1,0.7,29,20.6,3.62,64,5,29.52,33.3,63.7,9.667,0.193,0.71,Medium
467,3,0,31,1.55,22,19.5,1.19,74,0,37.11,27.5,68.8,1.571,1.303,4.43,High
611,2,11,47,0.2,34,20.4,0.9,62,1,36.82,23.7,65.4,6.8,0.222,80.57,Medium
510,3,11,38,0.63,57,19.9,2.9,13,3,35.63,28.0,59.9,5.7,0.217,65.14,High
41,3,1,25,1.56,36,20.3,0.6,98,2,25.09,28.9,65.4,6.0,2.6,7.14,High
383,2,0,33,0.75,27,19.9,2.7,96,2,24.35,33.5,58.9,2.7,0.278,4.71,Medium
108,2,12,14,1.09,17,20.5,3.12,27,2,20.18,25.1,59.0,4.25,0.349,26.0,High
368,1,4,33,0.2,18,20.8,2.04,97,3,23.49,25.6,57.2,9.0,0.098,23.57,Medium
584,2,8,19,1.13,8,19.7,3.57,67,4,37.24,26.8,78.6,0.667,0.317,24.43,Medium
129,1,2,19,0.07,8,20.6,2.62,19,0,12.78,24.1,58.9,2.667,0.027,8.14,Low
340,1,10,35,0.12,4,20.3,3.27,26,3,29.97,26.5,70.5,0.667,0.037,55.0,Medium
